Year,Job Family,Total Salary
2020,Fire Services,146690.14
2020,Fire Services,159221.56
2020,Fire Services,221992.65
2020,Fire Services,185735.46
2020,Fire Services,146823.79
2020,Fire Services,139040.07
2020,Fire Services,140282.91
2020,Fire Services,264415.44
2020,Fire Services,170592.61
2020,Fire Services,331086.77
2020,Fire Services,199129.59
2020,Fire Services,177010.13
2020,Fire Services,136940.9
2020,Fire Services,197536.91
2020,Fire Services,113020.47
2020,Fire Services,163277.56
2020,Fire Services,40594.36
2020,Fire Services,240423.39
2020,Fire Services,305999.19
2020,Fire Services,191972.68
2020,Fire Services,146726.57
2020,Fire Services,157906.54
2020,Fire Services,123942.87
2020,Fire Services,47387.68
2020,Fire Services,231389.95
2020,Fire Services,3145.14
2020,Fire Services,208203.71
2020,Fire Services,142514.5
2020,Fire Services,205350.3
2020,Fire Services,167917.5
2020,Fire Services,201109.82
2020,Fire Services,157916.93
2021,Fire Services,207327.09
2021,Fire Services,197652.92
2021,Fire Services,199427.93
2021,Fire Services,150564.24
2021,Fire Services,294.2
2021,Fire Services,179322.25
2021,Fire Services,204416.69
2021,Fire Services,194640.23
2021,Fire Services,103134.48
2021,Fire Services,219641.33
2021,Fire Services,170113.5
2021,Fire Services,181517.14
2021,Fire Services,207845.18
2021,Fire Services,150037.37
2021,Fire Services,103939.51
2021,Fire Services,30504.5
2021,Fire Services,30504.5
2021,Fire Services,158446.32
2021,Fire Services,164411.19
2021,Fire Services,125238.79
2021,Fire Services,2942.0
2021,Fire Services,323330.24
2021,Fire Services,197193.95
2021,Fire Services,175298.39
2021,Fire Services,170465.92
2021,Fire Services,102944.45
2021,Fire Services,14649.9
2021,Fire Services,260796.54
2021,Fire Services,242497.13
2021,Fire Services,206098.91
2021,Fire Services,246747.68
2021,Fire Services,198251.74
2021,Fire Services,148538.45
2021,Fire Services,134213.72
2021,Fire Services,229872.37
2021,Fire Services,91507.38
2021,Fire Services,6248.98
2021,Fire Services,78910.82
2021,Fire Services,309142.26
2021,Fire Services,96090.57
2021,Fire Services,198531.59
2021,Fire Services,198297.99
2021,Fire Services,168804.24
2021,Fire Services,166105.71
2021,Fire Services,241788.37
2021,Fire Services,12842.87
2021,Fire Services,224200.67
2021,Fire Services,185272.15
2021,Fire Services,254164.49
2021,Fire Services,94858.16
2022,Fire Services,301439.39
2022,Fire Services,154874.3
2022,Fire Services,251913.44
2022,Fire Services,206704.68
2022,Fire Services,195599.17
2022,Fire Services,180636.68
2022,Fire Services,61724.54
2022,Fire Services,100908.36
2022,Fire Services,271902.57
2022,Fire Services,25056.7
2022,Fire Services,204574.38
2022,Fire Services,217616.72
2022,Fire Services,177630.68
2022,Fire Services,94966.55
2022,Fire Services,193999.45
2022,Fire Services,322386.96
2022,Fire Services,197380.36
2022,Fire Services,349238.46
2022,Fire Services,38811.29
2022,Fire Services,212067.95
2022,Fire Services,183992.3
2022,Fire Services,372776.91
2022,Fire Services,183528.54
2022,Fire Services,206149.66
2022,Fire Services,225815.58
2022,Fire Services,9948.99
2022,Fire Services,113496.8
2022,Fire Services,318924.91
2022,Fire Services,179301.33
2022,Fire Services,226167.22
2022,Fire Services,188616.78
2022,Fire Services,263525.08
2022,Fire Services,210752.56
2022,Fire Services,199784.33
2022,Fire Services,142027.67
2022,Fire Services,32093.58
2022,Fire Services,153210.35
2022,Fire Services,280816.67
2022,Fire Services,196483.01
2022,Fire Services,183621.31
2022,Fire Services,181499.12
2022,Fire Services,110020.58
2022,Fire Services,221551.24
2022,Fire Services,251560.12
2022,Fire Services,114217.13
2022,Fire Services,99955.07
2022,Fire Services,150195.84
2022,Fire Services,203429.94
2022,Fire Services,347018.78
2022,Fire Services,248170.1
2022,Fire Services,218642.51
2022,Fire Services,179066.94
2022,Fire Services,127601.8
2022,Fire Services,219657.72
2022,Fire Services,1031.68
2022,Fire Services,111985.25
2023,Fire Services,229364.59
2023,Fire Services,237957.94
2023,Fire Services,221781.07
2023,Fire Services,207731.82
2023,Fire Services,149513.24
2023,Fire Services,173417.51
2023,Fire Services,313074.73
2023,Fire Services,241158.21
2023,Fire Services,235413.3
2023,Fire Services,249764.94
2023,Fire Services,288062.4
2023,Fire Services,97663.23
2023,Fire Services,92523.89
2023,Fire Services,97377.98
2023,Fire Services,94468.61
2023,Fire Services,207272.6
2023,Fire Services,170880.71
2023,Fire Services,287150.89
2023,Fire Services,129805.73
2023,Fire Services,96447.3
2023,Fire Services,448251.16
2023,Fire Services,178835.25
2023,Fire Services,99796.75
2023,Fire Services,182773.53
2023,Fire Services,206564.86
2023,Fire Services,206854.85
2023,Fire Services,136280.17
2023,Fire Services,333804.41
2023,Fire Services,235953.15
2023,Fire Services,218169.36
2023,Fire Services,323108.29
2023,Fire Services,133841.01
2023,Fire Services,192367.44
2023,Fire Services,165883.34
2023,Fire Services,159646.44
2023,Fire Services,4372.04
2023,Fire Services,206165.88
2023,Fire Services,147639.03
2023,Fire Services,294033.26
2023,Fire Services,185530.79
2023,Fire Services,254557.43
2023,Fire Services,219949.52
2023,Fire Services,344673.61
2023,Fire Services,199160.66
2023,Fire Services,20162.01
2023,Fire Services,257665.96
2023,Fire Services,64860.47
2023,Fire Services,182157.53
2023,Fire Services,201015.1
2023,Fire Services,486934.12
2023,Fire Services,196921.55
2023,Fire Services,139829.06
2023,Fire Services,136367.62
2023,Fire Services,300585.59
2023,Fire Services,248491.62
2023,Fire Services,205771.81
2023,Fire Services,5376.33
2023,Fire Services,143832.23
2023,Fire Services,157366.73
2023,Fire Services,175695.89
2023,Fire Services,215529.87
2023,Fire Services,81242.76
2023,Fire Services,66993.73
2023,Fire Services,256931.85
2023,Fire Services,124527.87
2023,Fire Services,272360.07
2023,Fire Services,257791.69
2023,Fire Services,130384.99
2023,Fire Services,216187.62
2018,Fire Services,226741.91
2018,Fire Services,230627.73
2018,Fire Services,219531.84
2018,Fire Services,194631.14
2018,Fire Services,155699.26
2018,Fire Services,131437.47
2018,Fire Services,160157.44
2018,Fire Services,154607.3
2018,Fire Services,147099.44
2018,Fire Services,186136.3
2018,Fire Services,175036.45
2018,Fire Services,185573.72
2018,Fire Services,154398.73
2018,Fire Services,152914.53
2018,Fire Services,132302.59
2018,Fire Services,160904.84
2018,Fire Services,169423.03
2018,Fire Services,158500.23
2018,Fire Services,178740.25
2018,Fire Services,168056.03
2018,Fire Services,160180.07
2018,Fire Services,110672.74
2018,Fire Services,138567.7
2018,Fire Services,147718.84
2018,Fire Services,156658.41
2018,Fire Services,112234.69
2018,Fire Services,122505.28
2018,Fire Services,157099.39
2018,Fire Services,10.1
2018,Fire Services,159972.08
2018,Fire Services,117087.51
2018,Fire Services,139907.21
2018,Fire Services,154182.41
2018,Fire Services,99101.83
2018,Fire Services,138311.64
2018,Fire Services,142880.55
2018,Fire Services,217800.4
2018,Fire Services,273547.37
2018,Fire Services,151716.74
2018,Fire Services,281975.18
2018,Fire Services,137488.3
2018,Fire Services,158017.81
2018,Fire Services,167558.3
2018,Fire Services,100439.54
2018,Fire Services,17419.95
2018,Fire Services,2151.89
2018,Fire Services,88328.69
2018,Fire Services,87374.9
2018,Fire Services,89611.53
2018,Fire Services,119879.75
2018,Fire Services,90574.16
2018,Fire Services,86192.78
2018,Fire Services,90349.75
2018,Fire Services,102834.93
2018,Fire Services,127266.58
2018,Fire Services,77813.49
2018,Fire Services,33784.28
2018,Fire Services,61741.72
2019,Fire Services,192845.62
2019,Fire Services,253265.15
2019,Fire Services,166930.49
2019,Fire Services,293849.61
2019,Fire Services,176148.04
2019,Fire Services,161411.26
2019,Fire Services,188137.2
2019,Fire Services,61237.08
2019,Fire Services,199411.86
2019,Fire Services,179437.58
2019,Fire Services,257111.91
2019,Fire Services,209057.7
2019,Fire Services,183095.11
2019,Fire Services,225975.9
2019,Fire Services,171384.15
2019,Fire Services,167517.56
2019,Fire Services,207933.15
2019,Fire Services,109821.54
2019,Fire Services,150903.94
2019,Fire Services,108834.11
2019,Fire Services,90663.79
2019,Fire Services,98098.14
2019,Fire Services,126627.35
2019,Fire Services,111936.7
2019,Fire Services,167841.95
2019,Fire Services,165816.49
2019,Fire Services,187062.12
2019,Fire Services,89909.84
2019,Fire Services,107790.87
2019,Fire Services,246811.99
2019,Fire Services,179938.44
2019,Fire Services,9297.93
2019,Fire Services,102968.34
2019,Fire Services,194123.08
2019,Fire Services,90737.4
2019,Fire Services,87797.0
2019,Fire Services,130891.6
2019,Fire Services,158711.34
2019,Fire Services,149350.5
2019,Fire Services,76272.9
2019,Fire Services,148177.61
2019,Fire Services,79109.78
2019,Fire Services,171756.21
2019,Fire Services,15585.0
2019,Fire Services,207266.39
2017,Fire Services,140346.05
2017,Fire Services,141099.09
2017,Fire Services,217596.91
2017,Fire Services,113804.53
2017,Fire Services,111411.3
2017,Fire Services,13248.0
2017,Fire Services,145062.75
2017,Fire Services,53080.88
2017,Fire Services,164989.04
2017,Fire Services,24293.22
2017,Fire Services,148697.7
2017,Fire Services,17334.2
2017,Fire Services,178427.68
2017,Fire Services,156380.53
2017,Fire Services,160738.52
2017,Fire Services,141401.31
2017,Fire Services,17628.0
2017,Fire Services,17628.0
2017,Fire Services,17628.0
2017,Fire Services,14785.91
2017,Fire Services,266.93
2017,Fire Services,25645.9
2017,Fire Services,87083.63
2017,Fire Services,4796.28
2017,Fire Services,131797.17
2017,Fire Services,140185.99
2017,Fire Services,135789.62
2017,Fire Services,166709.61
2017,Fire Services,197127.06
2017,Fire Services,160928.34
2017,Fire Services,130837.21
2017,Fire Services,111192.04
2017,Fire Services,135692.36
2017,Fire Services,100756.76
2017,Fire Services,9488.23
2017,Fire Services,195995.13
2017,Fire Services,311542.19
2017,Fire Services,200106.98
2017,Fire Services,163612.52
2017,Fire Services,98422.94
2017,Fire Services,205533.26
2017,Fire Services,5021.0
2017,Fire Services,183899.97
2017,Fire Services,110886.23
2017,Fire Services,83807.93
2017,Fire Services,158078.06
2017,Fire Services,153835.05
2017,Fire Services,180159.83
2017,Fire Services,142572.28
2017,Fire Services,131634.72
2017,Fire Services,171279.2
2017,Fire Services,180913.54
2017,Fire Services,163981.84
2017,Fire Services,232690.43
2017,Fire Services,224375.43
2020,Fire Services,251580.46
2020,Fire Services,334124.87
2020,Fire Services,113767.02
2020,Fire Services,194714.36
2020,Fire Services,106930.05
2020,Fire Services,315527.18
2020,Fire Services,281388.0
2020,Fire Services,213417.6
2020,Fire Services,127775.21
2020,Fire Services,87994.97
2020,Fire Services,243778.44
2020,Fire Services,205061.81
2020,Fire Services,143442.16
2020,Fire Services,91312.81
2020,Fire Services,157897.16
2020,Fire Services,172761.26
2020,Fire Services,281822.63
2020,Fire Services,174356.53
2020,Fire Services,111782.78
2020,Fire Services,29067.4
2020,Fire Services,9871.68
2020,Fire Services,200279.31
2020,Fire Services,88930.38
2020,Fire Services,2856.0
2020,Fire Services,193827.15
2020,Fire Services,150889.66
2020,Fire Services,597.5
2020,Fire Services,156966.81
2020,Fire Services,179530.04
2020,Fire Services,149965.21
2020,Fire Services,116325.36
2020,Fire Services,164517.7
2020,Fire Services,254797.96
2020,Fire Services,145565.27
2020,Fire Services,73871.66
2020,Fire Services,166973.98
2020,Fire Services,149098.44
2020,Fire Services,129521.47
2020,Fire Services,146439.45
2020,Fire Services,143796.76
2020,Fire Services,143885.9
2020,Fire Services,180034.97
2020,Fire Services,160696.09
2020,Fire Services,147871.49
2020,Fire Services,133493.62
2020,Fire Services,94161.07
2020,Fire Services,120505.67
2020,Fire Services,142695.47
2020,Fire Services,135254.97
2020,Fire Services,169866.92
2020,Fire Services,136115.47
2020,Fire Services,161502.65
2020,Fire Services,162108.6
2020,Fire Services,206855.56
2020,Fire Services,126994.43
2020,Fire Services,180402.96
2020,Fire Services,243925.85
2020,Fire Services,98780.24
2020,Fire Services,216907.72
2020,Fire Services,256898.55
2020,Fire Services,186883.84
2020,Fire Services,187044.21
2020,Fire Services,176406.34
2020,Fire Services,160039.0
2020,Fire Services,112655.12
2020,Fire Services,198025.01
2021,Fire Services,319128.8
2021,Fire Services,200390.87
2021,Fire Services,129490.97
2021,Fire Services,197048.17
2021,Fire Services,91600.31
2021,Fire Services,261314.9
2021,Fire Services,230356.18
2021,Fire Services,221010.28
2021,Fire Services,142797.17
2021,Fire Services,30504.5
2021,Fire Services,170261.98
2021,Fire Services,231385.7
2021,Fire Services,188501.39
2021,Fire Services,200463.75
2021,Fire Services,167872.45
2021,Fire Services,2942.0
2021,Fire Services,2059.4
2021,Fire Services,174187.48
2021,Fire Services,273054.44
2021,Fire Services,268205.3
2021,Fire Services,261384.3
2021,Fire Services,30040.47
2021,Fire Services,189288.61
2021,Fire Services,91059.72
2021,Fire Services,230951.66
2021,Fire Services,266414.41
2021,Fire Services,154154.69
2021,Fire Services,1638.09
2021,Fire Services,191961.26
2021,Fire Services,253191.0
2021,Fire Services,181289.99
2021,Fire Services,262363.12
2021,Fire Services,196173.01
2021,Fire Services,275142.67
2021,Fire Services,234425.99
2021,Fire Services,180925.94
2021,Fire Services,170978.3
2021,Fire Services,122279.27
2021,Fire Services,189722.92
2021,Fire Services,144739.96
2021,Fire Services,168901.56
2021,Fire Services,206155.45
2021,Fire Services,184046.74
2021,Fire Services,165860.77
2021,Fire Services,367653.08
2021,Fire Services,264003.57
2021,Fire Services,135609.96
2021,Fire Services,231732.48
2021,Fire Services,222289.9
2021,Fire Services,218377.74
2021,Fire Services,171049.62
2021,Fire Services,160172.33
2021,Fire Services,206470.39
2021,Fire Services,353260.15
2021,Fire Services,301261.12
2021,Fire Services,167158.69
2021,Fire Services,214738.85
2021,Fire Services,143089.88
2021,Fire Services,94354.88
2021,Fire Services,93163.71
2021,Fire Services,42723.96
2022,Fire Services,196917.81
2022,Fire Services,219321.39
2022,Fire Services,230406.49
2022,Fire Services,218289.66
2022,Fire Services,275770.61
2022,Fire Services,281966.83
2022,Fire Services,230282.81
2022,Fire Services,204307.88
2022,Fire Services,307105.06
2022,Fire Services,187863.11
2022,Fire Services,261941.48
2022,Fire Services,192362.92
2022,Fire Services,270711.13
2022,Fire Services,207392.11
2022,Fire Services,293794.95
2022,Fire Services,124177.37
2022,Fire Services,106676.31
2022,Fire Services,11238.5
2022,Fire Services,265510.16
2022,Fire Services,281813.97
2022,Fire Services,3762.39
2022,Fire Services,199643.81
2022,Fire Services,27240.68
2022,Fire Services,63046.15
2022,Fire Services,139254.29
2022,Fire Services,333207.77
2022,Fire Services,133643.91
2022,Fire Services,167358.86
2022,Fire Services,105274.95
2022,Fire Services,160570.53
2022,Fire Services,324617.84
2022,Fire Services,281457.86
2022,Fire Services,352828.88
2022,Fire Services,158612.14
2022,Fire Services,207414.97
2022,Fire Services,206795.87
2022,Fire Services,467623.35
2022,Fire Services,212593.92
2022,Fire Services,633.33
2022,Fire Services,215466.67
2022,Fire Services,310009.79
2022,Fire Services,36110.32
2022,Fire Services,128528.42
2022,Fire Services,119042.79
2022,Fire Services,42600.39
2022,Fire Services,31651.61
2022,Fire Services,244273.13
2022,Fire Services,4620.3
2022,Fire Services,209614.78
2022,Fire Services,191548.41
2022,Fire Services,158991.37
2022,Fire Services,180146.93
2022,Fire Services,293990.39
2022,Fire Services,214718.9
2022,Fire Services,209770.83
2022,Fire Services,259890.87
2022,Fire Services,107351.06
2022,Fire Services,124614.79
2022,Fire Services,195570.32
2022,Fire Services,264762.71
2022,Fire Services,213167.93
2022,Fire Services,199567.68
2022,Fire Services,279695.53
2022,Fire Services,177818.5
2022,Fire Services,134708.99
2022,Fire Services,233589.49
2022,Fire Services,119580.28
2022,Fire Services,177940.53
2022,Fire Services,384600.55
2023,Fire Services,134358.84
2023,Fire Services,200077.61
2023,Fire Services,222197.49
2023,Fire Services,98564.57
2023,Fire Services,5095.88
2023,Fire Services,49836.31
2023,Fire Services,153841.43
2023,Fire Services,361.49
2023,Fire Services,113930.0
2023,Fire Services,297.69
2023,Fire Services,307506.07
2023,Fire Services,103964.04
